first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,312,Plane,10.99,5
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,306,Clamp,2.99,2
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,309,Chisel,4.99,7
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,310,Scraper,7.99,4
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,303,Screw,0.5,8
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,321,Axe,27.99,8
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,302,Nut,0.25,4
Darth Maul,Gordon,3869 Franklin Court,Harbeson,DE,19951,2020-01-05,311,Hammer,8.27,4
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,321,Axe,27.99,7
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,325,Toolbox,50.0,1
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,300,Washer,0.1,7
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,316,Anvil,16.2,1
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,320,Saw,20.99,3
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,303,Screw,0.5,7
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,323,Hatchet,35.99,5
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,317,Level,16.99,2
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,304,Bolt,1.0,7
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,302,Nut,0.25,4
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,311,Hammer,8.27,8
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,328,Workbench,300.0,8
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,322,Monkeywrench,29.95,4
Senator Ask Aak,Lara,7926 Front Street,Big Lake,TX,76932,2020-01-05,318,Hacksaw,19.99,4
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,323,Hatchet,35.99,7
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,316,Anvil,16.2,1
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,319,Paint,19.99,7
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,310,Scraper,7.99,1
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,311,Hammer,8.27,3
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,302,Nut,0.25,7
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,326,Drill,69.0,5
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,303,Screw,0.5,2
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,317,Level,16.99,7
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,328,Workbench,300.0,4
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,305,Bradawl,1.99,8
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,324,Wire,37.0,8
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,301,Nail,0.25,4
Obi-Wan,Thornton,2264 College Street,Terlton,OK,74081,2020-01-05,322,Monkeywrench,29.95,4
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,324,Wire,37.0,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,328,Workbench,300.0,1
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,323,Hatchet,35.99,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,304,Bolt,1.0,1
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,311,Hammer,8.27,3
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,325,Toolbox,50.0,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,312,Plane,10.99,5
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,314,Mallet,12.0,2
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,309,Chisel,4.99,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,318,Hacksaw,19.99,4
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,303,Screw,0.5,8
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,321,Axe,27.99,8
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,317,Level,16.99,4
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-01-05,326,Drill,69.0,4
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,321,Axe,27.99,7
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,301,Nail,0.25,1
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,311,Hammer,8.27,7
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,314,Mallet,12.0,1
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,304,Bolt,1.0,3
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,315,Pliers,15.99,7
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,300,Washer,0.1,5
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,319,Paint,19.99,2
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,305,Bradawl,1.99,7
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,325,Toolbox,50.0,4
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,326,Drill,69.0,8
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,329,Chainsaw,499.99,8
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,327,Ladder,80.0,4
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2020-01-05,324,Wire,37.0,4
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,318,Hacksaw,19.99,7
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,328,Workbench,300.0,1
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,313,Wrench,11.0,7
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,301,Nail,0.25,1
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,311,Hammer,8.27,3
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,312,Plane,10.99,7
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,316,Anvil,16.2,5
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,305,Bradawl,1.99,2
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,315,Pliers,15.99,7
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,319,Paint,19.99,4
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,303,Screw,0.5,8
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,306,Clamp,2.99,8
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,304,Bolt,1.0,4
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-01-05,323,Hatchet,35.99,4
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,320,Saw,20.99,7
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,304,Bolt,1.0,1
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,313,Wrench,11.0,7
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,306,Clamp,2.99,1
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,322,Monkeywrench,29.95,3
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,308,Screwdriver,3.0,7
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,301,Nail,0.25,5
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,321,Axe,27.99,2
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,302,Nut,0.25,7
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,310,Scraper,7.99,4
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,314,Mallet,12.0,8
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,319,Paint,19.99,8
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,326,Drill,69.0,4
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-01-05,303,Screw,0.5,4
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,322,Monkeywrench,29.95,7
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,308,Screwdriver,3.0,1
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,318,Hacksaw,19.99,7
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,301,Nail,0.25,1
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,317,Level,16.99,3
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,306,Clamp,2.99,7
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,314,Mallet,12.0,5
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,323,Hatchet,35.99,2
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,309,Chisel,4.99,7
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,300,Washer,0.1,4
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,304,Bolt,1.0,8
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,315,Pliers,15.99,8
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,319,Paint,19.99,4
Jira,Vincent,3301 William Street,Mckenna,WA,98558,2020-01-05,302,Nut,0.25,4
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,316,Anvil,16.2,7
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,315,Pliers,15.99,1
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,324,Wire,37.0,7
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,304,Bolt,1.0,1
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,311,Hammer,8.27,3
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,310,Scraper,7.99,7
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,308,Screwdriver,3.0,5
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,329,Chainsaw,499.99,2
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,309,Chisel,4.99,7
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,307,Sandpaper,3.0,4
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,306,Clamp,2.99,8
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,300,Washer,0.1,8
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,321,Axe,27.99,4
Jobal,Benson,5151 Jackson Avenue,Peachland,NC,28133,2020-01-05,319,Paint,19.99,4
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,300,Washer,0.1,2
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,321,Axe,27.99,5
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,324,Wire,37.0,8
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,318,Hacksaw,19.99,1
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,316,Anvil,16.2,3
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,320,Saw,20.99,5
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,323,Hatchet,35.99,4
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,314,Mallet,12.0,5
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-01-06,319,Paint,19.99,3
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,303,Screw,0.5,2
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,312,Plane,10.99,5
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,311,Hammer,8.27,8
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,320,Saw,20.99,1
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,306,Clamp,2.99,3
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,302,Nut,0.25,5
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,315,Pliers,15.99,4
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,324,Wire,37.0,5
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2020-01-06,301,Nail,0.25,3
Motti,Thornton,7510 Lexington Court,Arlington,VA,22203,2020-01-06,311,Hammer,8.27,2
Motti,Thornton,7510 Lexington Court,Arlington,VA,22203,2020-01-06,321,Axe,27.99,5
